Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
7723,3,0,2,1,1,after tonight many more nights to come i will show you what a cold hearted bitch can do donefeedup solo
7724,3,0,3,0,1,after watching the desolation of smaug i have come to the conclusion that bilbo made all other hobbits look like bitches in lotr
7725,3,0,3,0,1,after you get good pussy you be feelin like you just found the last dragon ball
7726,3,0,3,0,1,aghh i took my 15minute break to relax for a bit not to here this bitch yell complain
7727,3,0,3,0,1,ahhh fuck it let us go 405 rows for the hoes
7728,3,0,3,0,1,ahhhh but now i am fuckin all you niqqa s hoes
7729,3,0,3,0,1,ahmed s moms bomb pussy
7730,3,1,2,0,1,are not been on this hoe all day
7731,3,0,3,0,1,are not been on this hoe all day haha fwm
7732,3,0,3,0,1,are not even fuckin wit shady bitches
7733,7,0,7,0,1,are not fuckin wit nomore hoes got who i want
7734,3,0,3,0,1,are not it a bitch when one of the people you get so excited hearing from sends the shortest most closed ended thing ever ugh let down
7735,3,0,3,0,1,are not like them guys who wine and dine to keep they women my bitches only want two things that is to get high and kick it
7736,3,0,3,0,1,are not me are not me these pussy ass niggas are not me
7737,3,0,3,0,1,are not met a bitch yet that could compete
7738,3,0,3,0,1,are not no bitch doe
7739,3,0,3,0,1,are not no broke bitches standing next to me
7740,3,0,1,2,2,are not no love in the ghetto
7741,6,0,6,0,1,are not no pussy better than loyal pussy
7742,3,0,3,0,1,are not nobody up tl slick dead other than the females bashing niccas early dis morning lol
7743,3,1,2,0,1,are not none of these hoes loyal none of them if i cloud show you all the stuff be coming thru my phone but that are not none of you all business
7744,3,0,3,0,1,are not nothing funnier then watching a woman try to hide her inner hoe know she like to get hit from the back and have a finger nevermind
7745,6,0,5,1,1,are not nothing funnier then watching somebody live a complete different life on the internet i be like who this hoe think she foolin
7746,3,0,3,0,1,are not nothing that good head or pussy that curl yah toes up
7747,3,0,3,0,1,are not nun ordinary about this bitch
7748,3,2,1,0,0,are not nuttin but a white trash party
7749,3,2,1,0,0,are not shit like fucking another nigga bitch and askin her who pussy is this and she say yours lmao no bitch i am stealing this pussy lol
7750,3,0,3,0,1,are not shit pretty but my bitch and my momma anyone can get the drama
7751,3,0,3,0,1,are not that a bitch
7752,3,0,3,0,1,are not this a bitch
7753,3,0,3,0,1,are not this a bitch clock mistake in alabama arkansas via champ drive
7754,3,0,3,0,1,are not wcw jus bitches i wan fck day
7755,3,0,3,0,1,are not this a bitch i just saw my bitch kiss a bitch you lucky i do not kill yo ass but you can still get pistol whipped wayne
7756,3,0,3,0,1,are not no bitches here well like 3
7757,3,0,3,0,1,
7758,3,0,3,0,1,are not no hoe worth loosing your wife are not no beef worth loosing your life
7759,3,0,3,0,1,
7760,3,3,0,0,0,are not nobody wearing those new westbrook jordan s but mexicans trailer park trash white girls
7761,3,0,2,1,1,are not this a bitch the power out from this shit
7762,3,2,1,0,0,al noooo too late fuckin faggot lmao
7763,3,0,3,0,1,alabama won though so roll tide bitch
7764,3,0,0,3,2,alarm set early bird n all that night all xx
7765,3,0,2,1,1,
7766,3,1,2,0,1,alex smith saw his career leave with that fumble and reeled that bitch back in with everything he had
7767,3,0,3,0,1,alex smith such a got damn bitch man
7768,3,0,0,3,2,alex smith wears red and yellow now so quit being psycho ex boyfriends and get over him he is in the past
7769,3,0,1,2,2,alexa s phone gave us colors and julia got yellow i am dying racistaf
7770,3,0,0,3,2,alfredo linguini pasta just fancily prepared trash
7771,3,1,2,0,1,alibaba jack ma got to love a guy who beat meg whitman s albino ass back to the us freakin commie genius
7772,3,0,3,0,1,alice took advantage of me last night that bitch will not tonight
7773,3,0,3,0,1,
7774,3,1,2,0,1,all i ask for is love n loyalty nothing else no arguing over other bitches niggas no he say she say no social media bs just love
7775,3,0,1,2,2,all i did was said her weed was trash
7776,3,0,0,3,2,all i ever want is for someone to love me as deeply and devotedly as charlie kelly loves the waitress
7777,3,0,3,0,1,all i got for these hoes is dick duct tape and a stapler
7778,3,0,3,0,1,all i need is a 100 million dollars because i got that bad bitch
7779,3,0,3,0,1,all i need is one i do not want the hoes
7780,3,0,3,0,1,all i want for my birthday is a big booty hoe
7781,3,0,3,0,1,all i want for my birthday is a big booty hoe
7782,3,0,3,0,1,all i want is a 100 million dollars and a bad bitch
7783,3,0,3,0,1,all i want is a 100 million dollars and no bad bitch i am selfish lol
7784,3,0,3,0,1,all i want is bitches big booty bitches
7785,3,0,0,3,2,all i want is cheesy bread and brownies
7786,4,0,4,0,1,all i wanted to do was get some hoes too
7787,3,1,2,0,1,all i wanted was 100 million dollars and a bad bitch but now i want 200 and a m nage in my palace
7788,3,0,0,3,2,all i wants is to represent da life o da colored man
7789,3,0,3,0,1,all i have asked is for one thing one thing only but i get more then what most bitches could ever have but still
7790,3,0,0,3,2,all okies are trash
7791,3,0,3,0,1,all these hoes sooo average
7792,3,0,3,0,1,
7793,3,0,2,1,1,all a nicca want is some coney island and lous deli though detroitniccainatlantaproblems
7794,6,0,6,0,1,all bitches do is graduate get pregnant n become cnas
7795,3,0,3,0,1,all bitches need a bus driver uppercut a chris brown bitch slap followed by some dancing nd chad johnson hea
7796,6,0,6,0,1,
7797,3,2,1,0,0,all da lil bald headed bitches standn outside of kevin gates tryna get in
7798,3,1,0,2,2,all da white folk off twitter yet da colored tweet at night while you all sleep cuz you got to woyke tomorrow
7799,6,0,6,0,1,all deses bitches know that you are my nigga
7800,3,0,3,0,1,all deses bitches turnt up i am fenna turn them down
7801,3,0,0,3,2,all good things must come to an end that is all right get them tomorrow yankees
7802,3,0,3,0,1,
7803,3,0,3,0,1,all i kno is make them hoes cone joints
7804,3,1,2,0,1,all it take is for one bitch to open her mouth and niggas start fuckin up
7806,3,0,3,0,1,all my bitches love me all my all my bitches love me all my bitches love me you are not fuckin with my dougie
7807,3,0,0,3,2,all my gold is white not yellow
7808,6,0,6,0,1,all my hoes got money she in the mall she ballin bitch buy something for me
7809,3,0,3,0,1,all my hoes they so rude
7810,3,0,3,0,1,all my life i been this cold all my nights been with hoes
7811,3,0,3,0,1,all my niggaz better have at least 3 ugly bitches number in their phone this summer
7812,3,0,3,0,1,all my old hoes gone love my video
7813,3,0,3,0,1,all my old hoes wana have my baby
7814,3,0,1,2,2,all my so whitey bois gone ride
7815,3,1,2,0,1,all my white school teachers back in elementary knew not to give me no pussy i am telling all of my niggas
7816,3,0,3,0,1,all my young boys round me sayin get money and fuck these hoes
7817,3,0,3,0,1,all my young boys round me saying get money and fuck these hoes
7818,3,0,2,1,1,all of a sudden craving the hell out of cookies
7819,3,0,3,0,1,all of my bitches know they temporary
7820,6,0,6,0,1,all of my money neat all of my bitches freaky everybody kno it it are not a secret
7821,3,0,3,0,1,all people do in my house is bitch
7822,3,0,3,0,1,all that but the bitch cannot take a joke
7823,3,0,3,0,1,all that x rays no wonder the bitch got two heads ahsfreakshow
7824,3,1,2,0,1,all the uchiha are sasuke is probably the biggest faggot of all time
7825,3,0,3,0,1,all the bad bitches are in the gym between 9 1 you know why they are not got no job
7826,3,0,3,0,1,all the bad bitches think they ugly and all the roach bitches think they bad _
7827,3,0,2,1,1,all the bitches happy maybe one of his female friends can find him a bitvj
7828,3,0,3,0,1,all the bitches in shameless are straight bugoutsss
7829,3,1,2,0,1,all the coons use the same effect on their pictures
7830,3,0,3,0,1,all the fine bitches i need you all to hit me up my 562 922 40 guess the last 2
7831,6,0,6,0,1,all the hoes i did have now they decided they wanted to be wifey type draya fuck all that up
7832,3,0,3,0,1,all the hoes know who i rock wit
7833,3,0,2,1,1,all the hoes on loveandhiphop going to prom
7834,3,0,3,0,1,all the pictures of the ex are gone there is no pictures with the side hoe posted slides into his dm s like
7835,3,0,3,0,1,all the ratchet hoes on cecil b
7837,3,0,3,0,1,all the redskins act like te bitch the bitch
7838,3,0,3,0,1,all the snacks in this bitch
7839,3,0,3,0,1,all the time lol lol i am about to hoe sometimes
7840,3,0,3,0,1,all the work gone so we are not going nothin but fucking bitches in the trap
7841,3,0,2,1,1,all them hoes crazy thick thighs skinny waist and natural beauty face
7842,3,1,2,0,1,all these 4 20 tweets are retarded most of these nig nogs have not even smoke a bl nt ever
7843,3,1,2,0,1,all these hoes fuckin but they do not want to seem like a hoe you got to hit them ona d lo
7844,3,0,1,2,2,all these afternoon groups are trash besides the bubba keegs and furyk group thememorialtournament
7845,3,1,2,0,1,all these bitches niggas be trippin offa what type of relationship me duddy got like we not fuccing no more we not dating
7846,3,1,2,0,1,all these bitches know that you are my nigga
7847,3,0,3,0,1,all these bitches love mosa sippin on the coca
7848,3,0,3,0,1,all these bitches talk shit that is why bust them in they shit
7849,3,0,3,0,1,all these bitches want to be like kim k and fuck their way into being rich but it do not work like that get a degree work a desk job you hoe
7850,6,0,6,0,1,all these bitches want to fuck on a thug
7851,3,0,3,0,1,all these bitches want love from scrappy
7852,3,0,3,0,1,all these break ups gon be a crazy hoe free agency this summer doyourgoogles
7853,3,1,2,0,1,all these faggot fell asleep on me
7854,3,0,3,0,1,all these fuckin dudes do is bitch at the refs shut the fuck up and play
7855,3,0,3,0,1,all these hoes fuckin be careful just cos she look good do not mean she is good for you
7856,3,0,3,0,1,all these hoes fucking but they do not want to seem like a hoe so you got to hit them on the low
7857,3,0,3,0,1,all these hoes say that want to be cuffed bitch cuff this dick
7858,3,0,3,0,1,all these hoes trife i can never cuff i have been hurt before so i can never give a fuck
7859,3,0,3,0,1,all these hoes want boyfriend s but the last thing i need is more ties
7860,3,0,3,0,1,all these niggas with these love quote pages are some pussies them niggas do not be living what they talking bout
7861,3,0,3,0,1,all these ratchet bitches killin gossip girl
7862,3,0,3,0,1,all these ratchet hoes be on tha same stuff
7863,3,0,3,0,1,all these so called real niggas and they hoes are not nuttin but some massah luvin uncle toms aunt jamammi s fakin da funk
7864,3,0,3,0,1,all these touch screen phones and hoe you still got flipped
7865,3,0,3,0,1,all theses hoes on me they so phony
7866,3,0,0,3,2,all trash now that is a lot of stolen shoes
7867,3,0,3,0,1,all you all bitches corny lol
7868,3,1,2,0,1,all you all bitches dress alike wassup wit that
7869,3,0,3,0,1,all you all bitches fake an want to b s get you all life
7870,3,0,3,0,1,all you bitches can keep getting jealous i loveeee ittttt
7871,6,0,6,0,1,all you bitches extra easy when you all drunk lol unless you are sober friends there to save youu
7872,3,0,3,0,1,all you bitches know you are trying to find yourself on the website who are you kidding lol
7873,3,0,3,0,1,all you bitches thirsty hella worried about ig
7874,3,0,3,0,1,all you got to do is be funny witty and charming and the bitches will come to you naturally you are not even got to do shit but be yourself
7875,3,0,3,0,1,all you hoes are hoes for tweetin about ya panties bein wet
7876,3,0,3,0,1,all you hoes middle name is not nicole the jig is up
7877,3,0,3,0,1,all you ladies pop your pussy like this
7878,3,3,0,0,0,all you muzzy lovers need to do one thing tell muzzies in the mideast to leave israel alone do not start no shit will not be no shit israel
7879,3,0,2,1,1,all you ofay got left is da oscars better enjoy dat before us colored folk get dat too
7880,3,0,3,0,1,all you pussies is losers all my niggas is winnin
7881,3,0,3,0,1,all you see is straight pussy in my iphone
7882,6,0,6,0,1,all your selfies are booty pics because bitch you always look like ass
7883,3,0,3,0,1,allergies are not bothered me all summer now all of a sudden in the middle of august shit is startin to get real are not that about a bitch
7884,6,2,3,1,1,allergies have my eyes all red and chink eyed i look like i am stoned
7886,3,0,3,0,1,almost cussed dis bitch out at mcdonalds talmbout da register down so dey cannot serve us umm bitch give us da food fa free den
7887,3,0,3,0,1,almost done with this bitch ass room
7888,3,1,2,0,1,almost everyone i met in paris was absolute trash and if they support a republican government i hope they fucking die
7889,3,0,3,0,1,almost forgot 40 000 tweets still no bitches
7890,3,1,2,0,1,almost got in a fight with a southwest faggot at the carnival lol
7891,3,2,1,0,0,almost got to see a white boy get beat around today but he ran like a bitch
7892,6,0,0,6,2,almost half of north american bird species threatened by climate change climate environment
7893,3,0,3,0,1,almost just said some bitch shit
7894,3,0,3,0,1,almost quit today they had me fucked up false promises to get me to work harder that is some hoe shit
7895,3,0,2,1,1,aloha bitches 27 minutes before i caught a 32ft greatwhite okaysomaybeimlying butiwasfishing
7896,3,1,2,0,1,alotta people say they loyal to they niggas and bitches you all are not shiiittt someone throw a few dollas in ya face you will be snitchn
7897,3,0,3,0,1,already had to unfollow that bitch annoying af
7898,3,2,0,1,0,already more yellows than the last 2 years combined indycar honda200
7899,3,0,3,0,1,already scratched off mines paying for pussy still on my bucket list
7900,3,0,3,0,1,alright vacarro you bitch
7901,3,2,1,0,0,alright ya faggots let us just stop with all the s o and r t no one gives a fuck on what you think of other people probably lying anyways
7902,3,0,2,1,1,alright your time is up cheesecake trash
7903,3,0,3,0,1,also love angry old irish bartenders pussies have one beer and ask for a glass of water fuck them i ignore that shit
7904,3,0,3,0,1,also anyone who wants to bitch about the prices at disney needs to check this out next time dollywood
7905,3,0,0,3,2,also it s a hiccup to jihadi propaganda they portray themselves as the only ones willing to die for their because
7906,3,1,2,0,1,
7907,3,0,2,1,1,always broke niccas how yu robbin
7908,3,0,0,3,2,always thought golden oreos were the same as original oreos but oh my god i just climaxed
7909,3,0,3,0,1,always wanted to fuck that bitch thank you god i fucked that bitch
7910,6,0,6,0,1,am i really going to sit here and cry like a bitch
7911,3,0,3,0,1,am i the only gay man without a fag hag i guess i am
7912,3,0,1,2,2,am i the only person that feels disrespected by the bird poop suddenly dropping on your front window ewww annoying
7913,3,0,3,0,1,am i wrong fa laughin at dem niccas on 1st 48 who be cryin n the interrogation room
7914,3,0,0,3,2,
7915,3,0,0,3,2,am so high that birds and planes are my peers
7916,3,1,2,0,1,am sorry i cannot stand stand some black females especially the full breaded africans bitches being have std and shit i prefer white girls
7917,4,1,3,0,1,am zoneing they say i am possessed it is a omen i keep 300 like the romans with 300 bitches with the trojans i been a menace for the longest
7918,3,0,3,0,1,amanda bynes is crazy idc what else you all want to call it but da bitch been crazy
7919,3,0,3,0,1,amanda is a bitch omg i would beat her ass lol
7920,3,0,0,3,2,amazing you know what they say about birds of a feather
7921,3,0,3,0,1,amber rose is one of those bad bitches who only get along with dudes
7922,3,0,3,0,1,amber wants a million wiz just like ok bitch i spend that on 2 cars
7923,9,0,9,0,1,amennn if your girlfriend does not like that bitch you do not talk to that bitch
7924,3,2,1,0,0,america is white trash and so are all americans
7925,3,0,1,2,2,american culture is stuck to the side of the toilet graffiti writers in europe can create better art without any lowlife trash sex jokes
7926,3,0,3,0,1,amina ass peter you just fucking the bitch i do not like her voice
7927,3,0,1,2,2,
7929,6,2,3,1,1,an awesome friday not a day for pre weekend news dumps anymore another weekend to celebrate progress my fellow queer folk
7930,3,0,3,0,1,an if you are not a hoe get up out my trap hoooouusssee
7931,3,0,3,0,1,anacortes bucks got racks like a black bitch dwammm
7932,3,0,3,0,1,and i cannot be known for fucking wit a trash bitch
7933,6,1,5,0,1,and i lick it after you clean it eat pussy like a dyke but i fuck like a demon
7934,3,2,1,0,0,and i want to say something soooooo bad to these two cunts on twitter eh
7935,6,0,6,0,1,and i was like yeah bitch
7936,3,2,1,0,0,and i am definitely top 3 at makin beats in the city but you all niggers love your trap beats so you all probably will not admit that
7937,3,0,3,0,1,and i am out bout 50 these hoes be pimping me man
7938,3,0,3,0,1,and i am steady tellin dis bitch gtfo my face
7939,3,0,3,0,1,and i have had enough unfollowing dat ass bitch
7940,6,0,5,1,1,and a hoe gon be a hoe regardless
7941,3,0,3,0,1,and bitch i are not bout to debate with ya funky ass either
7942,6,0,6,0,1,and by you all i mean whoever running back telling tunchi wtf i am doing that is not my nigga dog niggas nd bitches
7943,6,0,5,1,1,and da hoes i kno you hear vodka n the background
7944,3,1,2,0,1,
7945,3,0,3,0,1,and dis shit is for the birds 2
7946,6,1,5,0,1,and do not come to my mf house honking you are damn horn get tf out the car ring my bell bitch
7947,3,0,3,0,1,and even if the sky come fallin bitch i am about to still be high i got faith in my weed man
7948,6,0,6,0,1,and gabby was steady walking off laughing i am like bitch really if she ever fall around me i am about to get in my car and leave her there
7949,3,0,3,0,1,and get my self a bad bitch that is loyal and one hunnid
7950,3,0,3,0,1,and girl i have been thinkin of ways thinkin of new ways to beat that pussy down
7951,3,0,3,0,1,and girl that pussy are not shit to me baby girl roll up and get high
7952,3,0,3,0,1,and ha bitch break down my weed sometimes
7953,3,0,3,0,1,and here standing in the red corner weighing 145lbs the pussy destroying champion of the world adam nobodyknowshisrace smith
7954,3,0,3,0,1,and honestly i am a social hoe i will talk to any and everybody nowhere in there did i said fuck suck and trap
7955,3,1,2,0,1,and i are not neva gave a fucc about a bitch boy
7956,3,0,3,0,1,and i did not want to come off as a bitch so i took another hit now i think i am feeling to high
7957,3,0,3,0,1,and if you are not a ho get up out my trap houuuse
7958,3,0,3,0,1,and if yu ever need a shoulder to cry on i will not be there cus i am on my fuck that bitch shit
7959,3,0,3,0,1,and i am about to dream about 4 fat bitches stuck in a mini van on a hot summer day
7960,3,0,3,0,1,and it is always the black bitches that is constantly late af for no reason could not refuse the ladies in free til 12 1 shots
7961,6,0,1,5,2,and it is got to be some ghetto fool
7962,3,0,3,0,1,and just like me that bitch loaded
7963,3,0,3,0,1,and little bitch ass
7964,3,0,3,0,1,and mad hoes you can ask beavis i get nothing butthead
7965,3,0,3,0,1,and my bitch gon blast and she got the ass like
7966,3,0,3,0,1,and my mom was really getting me a car smh hoe f you for dat
7967,6,0,6,0,1,and niccas are 38 hot if they paid 20 bucks for that pay per view
7968,3,0,0,3,2,and now jihadis bragging about a massive bombing in sadr city in baghdad iraq onslaught
7969,3,1,2,0,1,and now lookin ass niggas and lookin ass bitches will be the terms of 2014 will be overused abused in every fucking way
7970,3,0,1,2,2,and of course some rascally teabagger on the radio is blaming the 19 dead az firefighters on biggovernment oy vey tcot p2 teaparty
7971,3,1,2,0,1,and remember always be the person you are born to be you do not have to be queer to take something from that message nationalcomingoutday
7972,3,0,3,0,1,and since i am gino marley my bitch just flew from japan
7973,3,0,3,0,1,and someone from my class is literally sitting across from me on the bus so i cannot even call dad and bitch
7974,3,2,1,0,0,and the jew favorited my tweet though lol do not have anymore time for this trash
7975,3,0,3,0,1,and them niggas pussies cameltoes
7976,3,1,2,0,1,and these hoes are not as good as they look i need to take my own advice doee because if that pusxy good then i am good
7977,3,0,3,0,1,and vice versa 9 10 he has hoes
7978,3,0,3,0,1,and weres bitch boy
7979,3,1,2,0,1,and when i say doh doh doh doh bitch that be kdot
7980,3,0,3,0,1,and when bitches be like me and him against the world bitch do not nobody even know you all together _ nobody hating
7981,3,0,0,3,2,and where do you think unsold items from thrift stores go the garbage think of all the great games that are in trash dumps as we speak
7982,3,0,3,0,1,and you a bitch even when you say you love me you a bitch i pray you crash like caroline into a ditch
7983,3,1,2,0,1,and you adopted bitch i do not give a fuck what kind of mental illness they claimin i am going to kill ya
7984,6,0,6,0,1,and you kno we the opposite of down bitch we up
7986,3,0,3,0,1,and you re a bitch you re a little fucking worm you know that
7987,3,0,3,0,1,angel stop rting that fugly bitch
7988,3,0,0,3,2,
7989,3,2,1,0,0,ankles hood bitches with long weave is the worst thing ever weave that be touching their ashy ankles
7990,3,0,3,0,1,
7991,3,1,2,0,1,
7992,3,0,0,3,2,annoying yelling bint next door has locked herself out
7993,3,0,3,0,1,another bad bitch fuck her for a hour another cigarette another nut another shower
7994,3,0,3,0,1,another high point was a hungarian calling me cheat fuck and cheat pussy for doing well
7995,3,1,2,0,1,another long mornin smh thank god a nicca out here to see it though real shit
7996,3,0,0,3,2,another major development in the jihadi circles al maqdisi hardcore jihadi theorist asks specifically for relief aid workers release
7997,6,0,6,0,1,another nigga hoe is another nigga problem been had hits
7998,3,0,0,3,2,another season of retweeting every one of s yankee tweets
7999,3,0,3,0,1,another woman are not gon keep me coming girl these hoes are not got nothing on ya
8000,3,0,3,0,1,any bitch who show up friday looking like the bitch from the ring i am punching straight in the face
8001,3,1,2,0,1,any dope nigga or pretty chick is gon have people wantin their attention you all got to grow up with that you got hoes shit
8002,3,1,2,0,1,any man even considering plastic surgery is gay gay gay imagine ya boy say i would get more hoes then you after i get these new lips
8003,3,0,2,1,1,any nicca gettin it n da ass is a fag howw please explain this twitter logic i am confused
8004,3,0,3,0,1,any person that puts anybody else s business out there for whatever reason is a bitch
8005,6,0,6,0,1,any pregnant bitches at centreville i should know about in about to move there next i do not know i do not go to cville
8006,3,0,3,0,1,
8007,3,0,0,3,2,any solution to zog which does not deal with demographics only laws is no solution northwestimperative
8008,3,0,3,0,1,any where the at is where the pussy go
8010,3,0,0,3,2,anyone want some absolutely amazing and deliciously fresh perfect monkey bread
8011,3,0,2,1,1,anyone want to share their thoughts on their mock draft just kidding shut your filthy damned mouth you clods
8012,3,3,0,0,0,anyone who came to the us as an indentured servant is white trash
8013,3,0,3,0,1,anytime somebody say you wan hear a funny that shit gon be trash
8014,6,3,1,2,0,apaches 30 mm rounds turn jihadis into tomato soup
8015,3,0,3,0,1,apologizing in advance for my actions i am thee biggest bitch when i am studying
8016,3,0,0,3,2,apolonia gardner of imperial ca misspells phalarope a bird that resembles a sandpiper the dreaded schwa spellingbee
8017,3,0,0,3,2,apparently i got chunky for my birthday worse birthday present ever lol diettime
8018,3,0,1,2,2,apparently i am a honky pfft like that is a bad thing
8019,3,1,2,0,1,apparently not wanting to trade your nitro m4 in csgo makes you a collossal faggot
8020,3,0,3,0,1,apparently saying something nice to someone these days means you are trying to stick them with your poker get over yourselves bitches
8021,3,0,0,3,2,apple need to add some colored emoji
8022,3,0,3,0,1,
8023,3,0,0,3,2,appropriately this guy wears the wv yellow rick james on his face
8024,3,0,3,0,1,are pet guinea pig is about to die this fucking blows
8025,3,0,0,3,2,
8026,3,0,3,0,1,are you nigguhs saying you want donald trump as prez that nigguh do not understand real american struggles
8027,3,0,3,0,1,are you single but your pussy is in a relationship
8028,3,0,0,3,2,are you tired of the mock drafts let us just do this if clowney is not the 1st pick who thinks round 1 becomes chaos showofhands
8029,3,1,0,2,2,are not these little border jumpers supposed to be in school
8030,3,0,2,1,1,argue to make up not to break up get back together that is retarded in my eyes
8031,3,0,3,0,1,arguing over a bitch with a glued on butt
8032,3,0,3,0,1,arod like ugly bitches that like to fuck
8033,3,0,0,3,2,
8034,3,0,2,1,1,
8035,3,0,1,2,2,as chanice say that i realize the coons move from drinking moet to belaire all yuh feel all yuh so fancy with all yuh 30 champagne eh
8036,3,0,3,0,1,as i tweeted before any man telling me to go to the kitchen this season could tell his mom that father probably would not of left bitch
8037,6,0,6,0,1,as a girlfriend i am never getting close to my boyfriend friends because they can be telling me one thing and telling these hoes another
8038,9,0,9,0,1,as a girlfriend you got to accept the fact hoes gone be all up in his face but as a boyfriend he better let them hoes know wassup
8039,3,0,3,0,1,as a man i feel like you a bitch if you living off a female havin her buy all yo shit fucc that never be dependent on someone
8040,3,2,0,1,0,as always eli has the stupid hick hayseed look on his face giants fans kill yaselves it is going to be a
8041,3,1,2,0,1,as good as percy harvin and peyton on the same team sound that s so retarded lmao
8042,3,0,3,0,1,as if it was not gon get bacc to me bitch your outta your fuccing mind
8043,3,0,3,0,1,as long as you gon feed me pussy when i get the munchies
8044,3,1,2,0,1,as of today i am cutting muthafuckas off bitches niggas that never show love or just temporary people iont need um
8045,3,0,0,3,2,as soon as a democrat gets a chance to the political hack foxnews goes to commercial then back with bolton lmao teabaggers benghazi
8046,3,0,3,0,1,as soon as a bitch think shit sweet give them wat they been asking for
8047,3,0,3,0,1,as soon as bitches get on a come up you got that one bitch that cannot wait to tell people your downfall before the come up haters
8048,3,2,1,0,0,as soon as we left iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up pisses me off
8049,3,0,3,0,1,asha had a little voice in my head telling me to fuck with these hoes was not kendra
8050,3,0,3,0,1,
8051,3,0,3,0,1,ask a bitch in 2014 if she would rather have jesus than silver gold i bet you she tell a lie
8052,3,0,3,0,1,ask around n the streets bitch bout jay
8053,3,0,1,2,2,ask the governor how we are supposed to pay for this typical teabagger mentality government is evil until we need them lol morningjoe
8054,3,0,3,0,1,ask tht bitch when she gon let a yung nigga blast tht ass
8055,3,0,3,0,1,ask your bitch about me she turns into dori
8056,3,0,3,0,1,at 6 0 good luck nh nh i am 6 0 150 one of you bitches better reproduce with me i can give you an athlete
8057,3,0,3,0,1,at dunkin donuts and every time somebody walked in i either yelled ratchet or hoe and so me and my brother got kicked out
8058,3,0,0,3,2,at a point where i have got to make a tough life decision ice black translucent sole or solid black sole on my kd vi s blk or orange airbag
8059,3,0,0,3,2,at all my ritz crackers i do not know what to do with myself anymore
8060,3,0,3,0,1,at least i am about to a faithful bitch
8061,3,0,0,3,2,at pussy cat lounge killin it with my girlz and
8062,6,0,6,0,1,at the mlk march tryna find a man bitch we see you
8063,3,0,3,0,1,at the mexican laundry mat and it is packed denna hoe
8064,3,0,3,0,1,at the bar in downey wit my uncle this niggah faded hopefully he does not get us into a fight lmao
8065,3,0,3,0,1,at the doctors with sam she is such a pussy the had to put a cotton swab in her nose and she just about started to cry _
8066,3,0,3,0,1,at the end of the day seniors still love that young fresh pussy from west case closed
8067,6,0,0,6,2,at this rate i would cheer for the awful new york yankees over the st louis cardinals
8068,3,0,0,3,2,at work but wish i was floating in my 15 ft on sale at walmart redneck pool that my husband probably has not cleaned since last weekend
8069,3,0,0,3,2,ate the receivers really fast or is pass coverage trash
8070,3,1,2,0,1,attention one and all just motoroboated my knees someone get this jiggaboo some water she thirsty
8071,3,1,2,0,1,
8072,3,0,3,0,1,audio happy valentines day bitches now play this while you get laid
8073,3,0,2,1,1,
8074,3,0,3,0,1,austin is a funny niggah
8076,3,0,3,0,1,autocorrect makes my how is life change to hoes life what the duck
8077,3,0,0,3,2,average is basic and basic is trash
8078,3,0,3,0,1,aw man that bitch she go hard put it on me i am like oh lord no panties baby no bra
8079,3,0,3,0,1,awe did i cut you off and make you mad that is too dam bad shoulda been going the fucking speed limit bitch
8080,3,2,1,0,0,awk you do not like your own nephew cousins because our race lmao broke ugly bitches fuck them we do not need them
8081,3,0,3,0,1,awwwwww that are not my hoe
8082,3,0,3,0,1,awwwwww they no kaep are not rape no bitch
8083,3,0,3,0,1,ay cuh its hot af i am fixing to go buy yo bitch some ice cream lol
8084,3,0,3,0,1,ay fuck wieners remember to eat before you drink and remember to drink water while you are drinking and also to go eat shit you pussy head
8085,3,0,0,3,2,ay what are some good bars clubs to hit up in denver should be up there saturday night to coon out
8086,3,0,3,0,1,ay you all heard that rich gang tape thou that bitch on flame
8087,3,0,1,2,2,aye a nicca is tired though
8088,3,0,3,0,1,aye it is a lot of niggas out here that cannot fuck a bad bitch unless they get her drunk smh preach
8089,3,0,3,0,1,aye my nigha yeayoureadindis gone let ya bitch fuck wit my team donjuuuan
8090,6,0,6,0,1,aye the part be treating the bitches too good
8091,3,0,3,0,1,aye we all needa keep are heads up high who cares if we lost we all went and tried our best south is a bunch of trash talking pussys
8092,3,0,3,0,1,aye mcdonald ss got a fire ass frozen strawberry lemonade this bitch so wet
8093,3,0,3,0,1,
8094,3,0,1,2,2,ayo i jus had a mini heart attack behind the wheel north philly n fire crackers do not mix i
8095,3,0,2,1,1,ayo twat boy i got to new phone give me yo jack now
8096,3,0,3,0,1,ayo why da hell are not nobody hip me to these niccas betterlatethannever
8097,6,1,4,1,1,ayo unblock me so i ca tell you how garbage yo bitch ass playing
8098,3,2,1,0,0,ayy carlton is a ghetto school now switchedatbirth
8099,3,1,2,0,1,
8100,3,0,0,3,2,ayyyyy i am sipping on a free slurpee and seeing the front bottoms tonight i am a happy clam
8101,3,1,0,2,2,basically gop romney right wing reactionaries drudgies teabaggers libertaritards all hate our education system and teachers
8102,3,1,2,0,1,because you all hoes
8103,3,0,3,0,1,bf i think we need some pet insurance gf lmao why what for bf because i am destroying your pussy everyday
8104,3,0,3,0,1,bitch stop thinking you are entitled to politically correct responses bitch
8105,3,0,2,1,1,breathe you are going to kill yourself if you do not exhale killin you hoes
